station_origin,station_destination,flows,population,jobs,distance
Swiss Cottage,St. John's Wood,44,3531,3982,969.9402928050129
Swiss Cottage,St. Paul's,96,3531,13446,8214.459935896384
Swiss Cottage,Stamford Brook,1,3531,784,12378.959511914254
Swiss Cottage,Stanmore,8,3531,983,15187.47028357904
Swiss Cottage,Stepney Green,0,3531,1879,12064.77714410981
Swiss Cottage,Stockwell,2,3531,1623,10834.689461173564
Swiss Cottage,Stratford,30,3531,55954,15580.91530122499
Swiss Cottage,Sudbury Hill,0,3531,277,18264.730986065446
Swiss Cottage,Temple,26,3531,6780,7553.024400560599
Swiss Cottage,Tooting Bec,1,3531,1239,15829.867086488835
Swiss Cottage,Tooting Broadway,3,3531,4506,16904.828528834256
Swiss Cottage,Tottenham Court Road,39,3531,19126,5756.7633690272405
Swiss Cottage,Tottenham Hale,3,3531,3239,14244.015924395982
Swiss Cottage,Tower Hill,15,3531,8286,9903.715220031725
Swiss Cottage,Tufnell Park,0,3531,557,9874.663863844786
Swiss Cottage,Turnham Green,4,3531,1515,12406.436673713417
Swiss Cottage,Turnpike Lane,0,3531,992,13122.36135215708
Swiss Cottage,Upminster,0,3531,1132,34293.1606638014
Swiss Cottage,Upney,0,3531,485,23280.747511466583
Swiss Cottage,Upton Park,1,3531,1642,18190.91127630366
Swiss Cottage,Uxbridge,13,3531,4316,23652.67533617823
Swiss Cottage,Vauxhall,29,3531,16242,9327.833751664202
Swiss Cottage,Victoria,136,3531,33251,7102.627347453179
Swiss Cottage,Walthamstow Central,3,3531,5271,14721.506750246721
Swiss Cottage,Wanstead,0,3531,419,21043.55233883948
Swiss Cottage,Warren Street,3,3531,17309,6032.175509806632
Swiss Cottage,Warwick Avenue,1,3531,1174,5864.967969868153
Swiss Cottage,Waterloo,121,3531,23466,7527.858730088244
Swiss Cottage,Watford,0,3531,961,26793.75738938863
Swiss Cottage,Wembley Central,0,3531,1327,9984.539339266057
Swiss Cottage,Wembley Park,62,3531,5759,7911.726671721863
Swiss Cottage,West Acton,5,3531,488,15442.323906383283
Swiss Cottage,West Brompton,4,3531,5859,10410.106159838573
Swiss Cottage,West Ham,4,3531,5487,15939.997139313193
Swiss Cottage,West Hampstead,80,3531,5856,1401.0872689425523
Swiss Cottage,West Harrow,0,3531,122,13609.59618448529
Swiss Cottage,West Kensington,1,3531,1345,10786.782262380095
Swiss Cottage,Westbourne Park,1,3531,1347,6839.042788800571
Swiss Cottage,Westminster,136,3531,15466,7316.807733257194
Swiss Cottage,White City,15,3531,5966,10493.125299413801
Swiss Cottage,Whitechapel,2,3531,17633,10984.61296061529
Swiss Cottage,Willesden Green,13,3531,830,3601.7668060464066
Swiss Cottage,Willesden Junction,0,3531,4165,5624.286404417856
Swiss Cottage,Wimbledon,1,3531,6295,18754.684436824522
Swiss Cottage,Wimbledon Park,0,3531,596,17098.77217223541
Swiss Cottage,Wood Green,3,3531,2146,14053.186977560246
Swiss Cottage,Wood Lane,3,3531,1578,8858.42532651311
Swiss Cottage,Woodford,0,3531,706,24062.028057028772
Sydenham,Anerley,6,1826,173,1867.3729231393886
Sydenham,Battersea Park,0,1826,0,17609.188948484214
Sydenham,Brockley,16,1826,468,4407.490139481313
Sydenham,Caledonian Road & Barnsbury,2,1826,1668,18179.02673366658
Sydenham,Camden Road,3,1826,3784,19943.605024154072
Sydenham,Canada Water,804,1826,20443,8267.854612202766
Sydenham,Canonbury,5,1826,846,16384.31694052806
Sydenham,Clapham High Street,6,1826,1296,15818.729357030861
Sydenham,Crystal Palace,29,1826,499,1979.8329341857207
Sydenham,Dalston Junction,29,1826,1289,15020.448294189076
Sydenham,Denmark Hill,1,1826,2612,12576.74424448765
Sydenham,Forest Hill,10,1826,608,1415.1049911533883
Sydenham,Gospel Oak,2,1826,2025,21933.00939604242
Sydenham,Gunnersbury,0,1826,4775,25388.929992457717
Sydenham,Hackney Central,1,1826,2440,18855.251525479038
Sydenham,Hackney Wick,2,1826,1263,17594.148747282128
Sydenham,Haggerston,10,1826,1184,14212.439998873107
Sydenham,Hampstead Heath,1,1826,2792,22871.56999701263
Sydenham,Highbury & Islington,87,1826,25385,17365.42670862829
Sydenham,Homerton,2,1826,1998,18937.499130342832
Sydenham,Honor Oak Park,10,1826,341,2673.168965142628
Sydenham,Hoxton,30,1826,2181,13377.861360910287
Sydenham,Kensington,0,1826,2252,20835.51630248626
Sydenham,Kentish Town West,0,1826,1128,20841.84996875335
Sydenham,Kew Gardens,0,1826,792,27169.21091140571
Sydenham,New Cross Gate,50,1826,1340,5636.569796366384
Sydenham,Norwood Junction,35,1826,406,3665.8209797356913
Sydenham,Peckham Rye,0,1826,1070,11241.1576335614
Sydenham,Penge West,1,1826,150,1185.270598549146
Sydenham,Rotherhithe,5,1826,321,8703.109093690395
Sydenham,Shadwell,89,1826,7447,10012.443649445091
Sydenham,Shepherd's Bush,0,1826,9890,21309.63617391492
Sydenham,Shoreditch High Street,178,1826,7558,12302.608962776132
Sydenham,Surrey Quays,2,1826,1005,7718.338381243211
Sydenham,Wandsworth Road,0,1826,498,16440.69968702142
Sydenham,Wapping,15,1826,1066,9153.665455635182
Sydenham,West Croydon,172,1826,2048,6601.407223338885
Sydenham,Whitechapel,223,1826,17633,11106.787515310336
Sydenham,Willesden Junction,0,1826,4165,25215.969085847082
Temple,Acton Town,0,349,2202,13585.801341346016
Temple,Aldgate,2,349,7782,3426.7137581491543
Temple,Aldgate East,14,349,7932,3668.760945437898
Temple,Alperton,0,349,741,18558.88928487686
Temple,Amersham,0,349,256,43009.252871612785
Temple,Angel,0,349,8103,5140.800458235646
Temple,Archway,0,349,2193,8315.888164448108
Temple,Arnos Grove,0,349,748,15490.145183574808
Temple,Baker Street,4,349,14973,4444.1540148271315
Temple,Balham,1,349,3814,9543.415277701812
Temple,Bank and Monument,33,349,78549,1989.7965177715055
Temple,Barbican,0,349,9134,3473.914345396411
Temple,Barking,2,349,7004,15560.9340835457
Temple,Barkingside,0,349,262,21118.838370177833
Temple,Barons Court,0,349,2956,8315.27031532473
Temple,Bayswater,0,349,615,7373.463115427819
Temple,Becontree,0,349,456,18855.386469242883
Temple,Belsize Park,0,349,2255,7311.663488130156
Temple,Bermondsey,0,349,3172,4964.3514273393885
Temple,Bethnal Green,0,349,4660,5239.591203427177
Temple,Blackfriars,10,349,10849,752.0407994032548
Temple,Blackhorse Road,0,349,2955,14235.4994565095
Temple,Bond Street,2,349,20967,3224.9039024576423
Temple,Borough,0,349,3254,3391.1187561790407
Temple,Boston Manor,0,349,892,17097.537991299818
Temple,Bounds Green,0,349,778,14135.9026931986
Temple,Bow Road,0,349,1193,7366.46374090502
Temple,Brent Cross,0,349,450,12390.481602723637
Temple,Brixton,1,349,5084,7110.140615298903
Temple,Bromley-by-Bow,0,349,1613,8375.233650266886
Temple,Buckhurst Hill,0,349,228,20344.48257392823
Temple,Burnt Oak,0,349,649,16983.02437387449
Temple,Caledonian Road,0,349,1803,6207.10689562778
Temple,Camden Town,0,349,6348,5279.785401635825
Temple,Canada Water,1,349,20443,5953.868347899679
Temple,Canary Wharf,7,349,58772,7377.218945565643
Temple,Canning Town,2,349,15428,9425.01642850762
Temple,Cannon Street,14,349,4698,1660.4838016775536
Temple,Canons Park,0,349,526,21101.23932525002
Temple,Chalfont & Latimer,0,349,554,39623.59272425644
Temple,Chalk Farm,0,349,1329,6273.562548642509
Temple,Charing Cross,0,349,7016,1134.9248230200342
Temple,Chesham,0,349,243,45939.52911251518
Temple,Chiswick Park,1,349,1517,12313.63209901801
Temple,Chorleywood,0,349,702,36110.7394327987
Temple,Clapham Common,1,349,2020,7118.462444150678
Temple,Clapham North,0,349,1238,6475.704952772277
Temple,Clapham South,0,349,1513,8370.7806768855
Temple,Colindale,0,349,2081,15676.602324180792
Temple,Colliers Wood,0,349,865,12873.961825444338
Temple,Covent Garden,0,349,4355,1962.530938946949
Temple,Croxley,0,349,340,32072.317382645113
Temple,Dagenham East,0,349,649,21562.815035359512
Temple,Dagenham Heathway,0,349,1108,20283.587246309973
Temple,Debden,0,349,865,24232.074066970792
Temple,Dollis Hill,0,349,847,12181.314705755984
Temple,Ealing Broadway,1,349,4846,16101.429625632529
Temple,Ealing Common,0,349,915,14612.42417048373
Temple,Earl's Court,4,349,6613,6810.472249962637
Temple,East Finchley,0,349,1253,11655.11361887341
Temple,East Ham,3,349,2062,13138.639156512607
Temple,East Putney,1,349,1877,11075.989589149687
Temple,Eastcote,0,349,364,24126.501516729866
Temple,Edgware,0,349,772,18501.15405273813
Temple,Edgware Road,1,349,6868,5478.994382291661
Temple,Elephant & Castle,1,349,6427,3133.4316731287945
Temple,Elm Park,0,349,269,23858.60339174261
Temple,Embankment,3,349,10220,794.594002561262
Temple,Epping,0,349,498,30179.6689125145
Temple,Euston,2,349,16800,3906.1865914628406
Temple,Euston Square,0,349,8093,5211.885209922659
Temple,Fairlop,0,349,182,22287.568206189815
Temple,Farringdon,0,349,25592,3934.824289138025
Temple,Finchley Central,0,349,1921,14025.670164150073
Temple,Finchley Road,0,349,3417,7978.791262142011
Temple,Finsbury Park,1,349,6769,8261.866167720784
Temple,Fulham Broadway,3,349,4200,8320.62331813452
Temple,Gants Hill,0,349,601,17630.526827617683
Temple,Gloucester Road,4,349,5194,5900.35103611355
Temple,Golders Green,0,349,1871,10875.39249940468
Temple,Goldhawk Road,0,349,370,10214.691736490504
Temple,Goodge Street,1,349,6457,2827.412380424293
Temple,Grange Hill,0,349,76,22938.87545699344
Temple,Great Portland Street,0,349,6936,5270.973460133267
Temple,Green Park,4,349,26754,2484.359349573699
Temple,Greenford,0,349,1157,18953.64636872288
Temple,Gunnersbury,2,349,4775,12910.577115910022
Temple,Hainault,0,349,356,23166.25177233324
Temple,Hammersmith,6,349,18250,9209.102401245389
Temple,Hampstead,0,349,2010,8489.666592223297
Temple,Harlesden,0,349,1668,13288.36636172872
Temple,Harrow & Wealdstone,0,349,1335,21956.120713653727
Temple,Harrow-on-the-Hill,0,349,3019,19701.166012048143
Temple,Hatton Cross,0,349,1219,25654.088691668527
Temple,Heathrow Terminal 4,0,349,693,27530.4213853073
Temple,Heathrow Terminal 5,1,349,975,30522.11811309602
Temple,Heathrow Terminals 2 & 3,1,349,2406,28066.839637459692
Temple,Hendon Central,0,349,1878,13524.088945197658
Temple,High Barnet,0,349,953,20278.66765710128
Temple,High Street Kensington,3,349,5427,6905.469822337199
Temple,Highbury & Islington,0,349,25385,6754.259539883977
Temple,Highgate,0,349,856,9906.092960663342
Temple,Hillingdon,0,349,318,28841.718726722378
Temple,Holborn,0,349,22346,2595.47151026978
Temple,Holland Park,0,349,2063,7323.148337297673
Temple,Hornchurch,0,349,451,25402.93060343165
Temple,Hounslow Central,0,349,708,21371.531338425324
Temple,Hounslow East,1,349,843,20625.846955004403
Temple,Hounslow West,0,349,401,22850.615030421694
Temple,Hyde Park Corner,0,349,2410,3264.248649840518
Temple,Ickenham,0,349,282,27717.281531519482
Temple,Kennington,0,349,1161,3324.2208512575653
Temple,Kensal Green,0,349,472,11034.10230380241
Temple,Kensington,0,349,2252,8357.163425938565
Temple,Kentish Town,0,349,3404,6557.751044404838
Temple,Kenton,0,349,768,20172.284449214272
Temple,Kew Gardens,1,349,792,14690.858034858013
Temple,Kilburn,0,349,1953,9750.147394126008
Temple,Kilburn Park,0,349,823,8839.645691840731
Temple,King's Cross St. Pancras,1,349,33330,4172.406530227305
Temple,Kingsbury,0,349,1018,18161.936747689226
Temple,Knightsbridge,0,349,6821,3848.2022381404886
Temple,Ladbroke Grove,0,349,2131,8980.26634532703
Temple,Lambeth North,0,349,1319,2137.7113908251986
Temple,Lancaster Gate,0,349,1820,5126.942321986369
Temple,Latimer Road,0,349,1109,9639.846880166604
Temple,Leicester Square,1,349,8847,1596.9996398646747
Temple,Leyton,0,349,1447,11661.103397926367
Temple,Leytonstone,0,349,1844,13324.94695821785
Temple,Liverpool Street,9,349,61122,2831.2992015210616
Temple,London Bridge,4,349,29930,2876.5248889170953
Temple,Loughton,0,349,655,22179.95697705572
Temple,Maida Vale,0,349,949,7987.864168913046
Temple,Manor House,0,349,1311,9377.979794941191
Temple,Mansion House,24,349,7815,1412.305095526655
Temple,Marble Arch,0,349,6145,3908.340137225924
Temple,Marylebone,2,349,4250,4982.452340621298
Temple,Mile End,1,349,3759,6741.5315750090285
Temple,Mill Hill East,0,349,681,15547.872606700686
Temple,Moor Park,0,349,550,29162.166734238584
Temple,Moorgate,1,349,24574,2766.6259792012997
Temple,Morden,0,349,1447,15485.676271996053
Temple,Mornington Crescent,0,349,2927,4689.575188819913
Temple,Neasden,0,349,732,12966.897719510765
Temple,Newbury Park,0,349,559,19988.28394852168
Temple,North Acton,0,349,3168,12673.032684069274
Temple,North Ealing,0,349,332,15536.832624616765
Temple,North Greenwich,0,349,6276,9207.00223659515
Temple,North Harrow,0,349,190,21680.794734530085
Temple,North Wembley,0,349,365,17849.57004784366
Temple,Northfields,0,349,864,16166.685846055829
Temple,Northolt,0,349,663,20772.112629070063
Temple,Northwick Park,0,349,1713,18398.034154623467
Temple,Northwood,0,349,1018,26943.86762183018
Temple,Northwood Hills,0,349,488,25357.19873711698
Temple,Notting Hill Gate,1,349,5490,6623.414874328072
Temple,Old Street,2,349,15897,3620.145697946288
Temple,Osterley,0,349,521,19658.35228256106
Temple,Oval,0,349,2544,4239.378535596082
Temple,Oxford Circus,6,349,44368,2670.563337167008
Temple,Paddington,7,349,20198,6267.625659137429
Temple,Parsons Green,1,349,2711,9022.961649562625
Temple,Piccadilly Circus,1,349,13641,1706.7332627685016
Temple,Pimlico,1,349,5585,4286.291633330792
Temple,Pinner,0,349,292,23198.550145420933
Temple,Plaistow,1,349,1049,10517.314686500242
Temple,Preston Road,0,349,411,16664.90035540135
Temple,Putney Bridge,1,349,2494,10017.423998879147
Temple,Queen's Park,0,349,2167,9649.476642732841
Temple,Queensbury,0,349,439,19407.93198205288
Temple,Queensway,0,349,1882,5985.091943448042
Temple,Ravenscourt Park,0,349,1895,10049.205319499817
Temple,Rayners Lane,0,349,426,22307.147138812437
Temple,Redbridge,0,349,198,16172.783065990658
Temple,Regent's Park,0,349,3364,3648.6139651920903
Temple,Richmond,2,349,5397,16859.02129893765
Temple,Rickmansworth,0,349,937,32559.386192234906
Temple,Royal Oak,0,349,856,7204.9221718510325
Temple,Ruislip,0,349,257,25931.626549173823
Temple,Ruislip Gardens,0,349,167,23981.98887593638
Temple,Ruislip Manor,0,349,408,25252.740568935205
Temple,Russell Square,0,349,5172,3301.9058254846773
Temple,Seven Sisters,0,349,10191,11667.754557749595
Temple,Shepherd's Bush,0,349,9890,8234.827758582827
Temple,Shepherd's Bush Market,0,349,416,10653.981158977962
Temple,Sloane Square,14,349,8229,4052.1724956561147
Temple,Snaresbrook,0,349,512,14983.097575724798
Temple,South Ealing,0,349,670,15713.74055537899
Temple,South Harrow,0,349,387,23321.76884124765
Temple,South Kensington,14,349,15325,5149.017556673582
Temple,South Wimbledon,0,349,1361,13952.42996143816
Temple,South Woodford,0,349,766,16298.918311792819
Temple,Southfields,0,349,1351,12706.877684140198
Temple,Southgate,0,349,874,17469.293770188127
Temple,Southwark,0,349,10326,2220.449264166767
Temple,St. James's Park,32,349,13339,2109.107886108347
Temple,St. John's Wood,0,349,3982,6583.084107755587
Temple,Stamford Brook,1,349,784,10758.494873669499
Temple,Stanmore,0,349,983,22520.908801495676
Temple,Stepney Green,2,349,1879,5712.259197738281
Temple,Stockwell,0,349,1623,5523.403073997138
Temple,Stonebridge Park,0,349,729,14783.315138394644
Temple,Stratford,3,349,55954,9529.760472002064
Temple,Sudbury Hill,1,349,277,21836.30318221351
Temple,Sudbury Town,0,349,218,20219.24656691907
Temple,Swiss Cottage,0,349,2598,7553.0244005606
Temple,Theydon Bois,0,349,98,27554.185225002097
Temple,Tooting Bec,0,349,1239,10518.58069931241
Temple,Tooting Broadway,1,349,4506,11593.542141657828
Temple,Tottenham Court Road,1,349,19126,2182.940010427784
Temple,Tottenham Hale,0,349,3239,12821.293725628833
Temple,Totteridge & Whetstone,0,349,287,17686.037155954225
Temple,Tower Hill,27,349,8286,2829.5269610260507
Temple,Tufnell Park,0,349,557,7322.352052561593
Temple,Turnham Green,0,349,1515,11363.259117994363
Temple,Turnpike Lane,0,349,992,11699.639153389933
Temple,Upminster,0,349,1132,27940.64271742987
Temple,Upminster Bridge,0,349,568,26629.86008364809
Temple,Upney,0,349,485,16928.22956509505
Temple,Upton Park,2,349,1642,11838.39332993213
Temple,Uxbridge,0,349,4316,30986.11385409486
Temple,Vauxhall,2,349,16242,5111.61988663842
Temple,Victoria,10,349,33251,2886.4134824273956
Temple,Walthamstow Central,0,349,5271,13213.458254668716
Temple,Wanstead,0,349,419,14992.397509616556
Temple,Warren Street,0,349,17309,3359.9853895786555
Temple,Warwick Avenue,0,349,1174,7200.251598961816
Temple,Waterloo,3,349,23466,1564.0223346501684
Temple,Watford,0,349,961,34127.19590730526
Temple,Wembley Central,0,349,1327,16501.41360536319
Temple,Wembley Park,0,349,5759,15245.165189638497
Temple,West Brompton,2,349,5859,7377.861441725852
Temple,West Finchley,0,349,91,15262.461112307166
Temple,West Ham,2,349,5487,9587.47919294166
Temple,West Hampstead,0,349,5856,8734.525786859187
Temple,West Harrow,0,349,122,20943.03470240192
Temple,West Kensington,1,349,1345,7754.537544267374
Temple,Westbourne Park,0,349,1347,8174.326417894234
Temple,Westminster,20,349,15466,1548.3585462016197
Temple,White City,0,349,5966,9535.328851842427
Temple,Whitechapel,4,349,17633,4632.0950142437605
Temple,Willesden Green,0,349,830,10935.20532396304
Temple,Willesden Junction,0,349,4165,12141.160670514988
Temple,Wimbledon,2,349,6295,15722.439718711801
Temple,Wimbledon Park,0,349,596,14066.527454122688
Temple,Wood Green,0,349,2146,12630.464778793099
Temple,Wood Lane,0,349,1578,10193.708955606773
Temple,Woodford,0,349,706,18010.87322780585
Temple,Woodside Park,0,349,745,16208.93545920345
Theobalds Grove,Barking,0,523,7004,25991.334555844194
Theobalds Grove,Bethnal Green,0,523,4660,20014.171167930694
Theobalds Grove,Bruce Grove,22,523,350,11623.76825397081
Theobalds Grove,Cambridge Heath,1,523,458,19182.29957968381
Theobalds Grove,Camden Road,0,523,3784,20997.448968147193
Theobalds Grove,Cheshunt,26,523,116,1539.905627999705
Theobalds Grove,Edmonton Green,19,523,783,8011.968331263361
Theobalds Grove,Enfield Town,16,523,749,11330.839796587012
Theobalds Grove,Gospel Oak,0,523,2025,22986.85334003554
